objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format original,format,type,identifier,language,rights,rightsstatement
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_1,bay_area_punk_flyers_8161_7_1.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_2,bay_area_punk_flyers_8161_7_2.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_the_farm_sf_club_1986_1_1_3,bay_area_punk_flyers_8161_7_3.jpg,The Farm SF Club flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1986,Punk flyer from The Farm SF Club documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,Potrero Hill San Francisco,37.7496,-122.4066,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-7-3,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_1,bay_area_punk_flyers_8161_14_1.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-1,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
bay_area_punk_flyers_8161_sf_venues_misc_1985_1986_2,bay_area_punk_flyers_8161_14_2.jpg,San Francisco venues flyer,Unknown,"Bay Area Punk Flyers Collection, #8161",1985-1986,Punk venue flyer from San Francisco venues documented in the Bay Area Punk Flyers collection.,punk rock music; punk flyers; san francisco venues,"San Francisco, California",37.7749,-122.4194,"Bay Area Punk Flyers Collection, #8161",Color,image/jpg,Image;StillImage,8161-14-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_psychotherapy_1991_1992_4_2_4,cometbus_4_8107_box_4_4.jpg,Psychotherapy 1991 1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991-1992,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder psychotherapy_1991_1992_4_2).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; psyhotherapy,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-4,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_23,dc_archives_8170_box_1_23.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-23,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_24,dc_archives_8170_box_1_24.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-24,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_25,dc_archives_8170_box_1_25.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-25,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_26,dc_archives_8170_box_1_26.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-26,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_27,dc_archives_8170_box_1_27.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-27,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_28,dc_archives_8170_box_1_28.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-28,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_29,dc_archives_8170_box_1_29.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Hirshhorn Museum and Sculpture Garden, Washington, DC",38.8882,-77.0229,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-29,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_30,dc_archives_8170_box_1_30.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC 38.9072 -77.0369",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-30,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_31,dc_archives_8170_box_1_31.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Georgetown University Hall of Nations, Washington, DC, United States",38.9076,-77.0723,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-31,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_32,dc_archives_8170_box_1_32.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-32,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_33,dc_archives_8170_box_1_33.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Georgetown University, 3700 O St NW, Washington, DC 20057",38.9076,-77.0723,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-33,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_34,dc_archives_8170_box_1_34.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","426 N Eutaw St, Baltimore, MD 21201, USA",39.2941,-76.622,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-34,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_37,dc_archives_8170_box_1_37.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","1724 California St NW, Washington, DC 20009, USA",38.9156,-77.0407,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-37,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_38,dc_archives_8170_box_1_38.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-38,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_39,dc_archives_8170_box_1_39.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-39,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_40,dc_archives_8170_box_1_40.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","New Carrollton, Maryland, United States",38.9473,-76.8722,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-40,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_41,dc_archives_8170_box_1_41.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","8633 Colesville Rd, Silver Spring, MD 20910, USA",38.996,-77.0277,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-41,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_42,dc_archives_8170_box_1_42.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC, United States",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-42,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_43,dc_archives_8170_box_1_43.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC, United States",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-43,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_44,dc_archives_8170_box_1_44.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","American University, 4400 Massachusetts Ave NW, Washington, DC 20016, USA",38.9382,-77.0891,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-44,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_45,dc_archives_8170_box_1_45.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","American University, 4400 Massachusetts Ave NW, Washington, DC 20016, USA",38.9382,-77.0891,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-45,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_46,dc_archives_8170_box_1_46.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","American University, 4400 Massachusetts Ave NW, Washington, DC 20016, USA",38.9382,-77.0891,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-46,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_47,dc_archives_8170_box_1_47.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","American University, 4400 Massachusetts Ave NW, Washington, DC 20016, USA",38.9382,-77.0891,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-47,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1985_1_4_48,dc_archives_8170_box_1_48.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1985_1_4.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Dupont Cir NW, Washington, DC 20036, USA",38.9096,-77.0434,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-48,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1987_1_6_50,dc_archives_8170_box_1_50.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1987_1_6.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-50,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1987_1_6_51,dc_archives_8170_box_1_51.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1987_1_6.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-51,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_1987_1_6_52,dc_archives_8170_box_1_52.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder 1987_1_6.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-52,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
